geolocation,Year,indicator,value,Target_Number
NCR: National Capital Region,2017,1.5.4 Proportion of LGU with DRR,,1.5.
NCR: National Capital Region,2018,1.5.4 Proportion of LGU with DRR,76.5,1.5.
NCR: National Capital Region,2019,1.5.4 Proportion of LGU with DRR,,1.5.
NCR: National Capital Region,2020,1.5.4 Proportion of LGU with DRR,82.4,1.5.
NCR: National Capital Region,2021,1.5.4 Proportion of LGU with DRR,100,1.5.
NCR: National Capital Region,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2016,1.5.4 Proportion of LGU with DRR,44.8,1.5.
Region 1: Ilocos Region,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2018,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 1: Ilocos Region,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 1: Ilocos Region,2020,1.5.4 Proportion of LGU with DRR,74.4,1.5.
Region 1: Ilocos Region,2021,1.5.4 Proportion of LGU with DRR,76.7,1.5.
Region 1: Ilocos Region,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 2: Cagayan Valley,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2018,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 2: Cagayan Valley,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 2: Cagayan Valley,2020,1.5.4 Proportion of LGU with DRR,49,1.5.
Region 2: Cagayan Valley,2021,1.5.4 Proportion of LGU with DRR,55.1,1.5.
Region 2: Cagayan Valley,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2016,1.5.4 Proportion of LGU with DRR,59,1.5.
Region 3: Central Luzon,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2018,1.5.4 Proportion of LGU with DRR,99.3,1.5.
Region 3: Central Luzon,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 3: Central Luzon,2020,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 3: Central Luzon,2021,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 3: Central Luzon,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2016,1.5.4 Proportion of LGU with DRR,99.8,1.5.
Region 4A: CALABARZON,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2018,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 4A: CALABARZON,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 4A: CALABARZON,2020,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 4A: CALABARZON,2021,1.5.4 Proportion of LGU with DRR,74.8,1.5.
Region 4A: CALABARZON,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2016,1.5.4 Proportion of LGU with DRR,91,1.5.
Region 5: Bicol Region,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2018,1.5.4 Proportion of LGU with DRR,93.3,1.5.
Region 5: Bicol Region,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 5: Bicol Region,2020,1.5.4 Proportion of LGU with DRR,57.5,1.5.
Region 5: Bicol Region,2021,1.5.4 Proportion of LGU with DRR,56.7,1.5.
Region 5: Bicol Region,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2016,1.5.4 Proportion of LGU with DRR,25.1,1.5.
Region 6: Western Visayas,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2018,1.5.4 Proportion of LGU with DRR,20.2,1.5.
Region 6: Western Visayas,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 6: Western Visayas,2020,1.5.4 Proportion of LGU with DRR,99.3,1.5.
Region 6: Western Visayas,2021,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 6: Western Visayas,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 7: Central Visayas,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2018,1.5.4 Proportion of LGU with DRR,87.5,1.5.
Region 7: Central Visayas,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 7: Central Visayas,2020,1.5.4 Proportion of LGU with DRR,94.1,1.5.
Region 7: Central Visayas,2021,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 7: Central Visayas,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 8: Eastern Visayas,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2018,1.5.4 Proportion of LGU with DRR,59.5,1.5.
Region 8: Eastern Visayas,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 8: Eastern Visayas,2020,1.5.4 Proportion of LGU with DRR,81.9,1.5.
Region 8: Eastern Visayas,2021,1.5.4 Proportion of LGU with DRR,83.9,1.5.
Region 8: Eastern Visayas,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 9: Zamboanga Peninsula,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2018,1.5.4 Proportion of LGU with DRR,45.3,1.5.
Region 9: Zamboanga Peninsula,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 9: Zamboanga Peninsula,2020,1.5.4 Proportion of LGU with DRR,94.6,1.5.
Region 9: Zamboanga Peninsula,2021,1.5.4 Proportion of LGU with DRR,96,1.5.
Region 9: Zamboanga Peninsula,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 10: Northern Mindanao,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2018,1.5.4 Proportion of LGU with DRR,85.7,1.5.
Region 10: Northern Mindanao,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 10: Northern Mindanao,2020,1.5.4 Proportion of LGU with DRR,86.7,1.5.
Region 10: Northern Mindanao,2021,1.5.4 Proportion of LGU with DRR,96.9,1.5.
Region 10: Northern Mindanao,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 11: Davao Region,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2018,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 11: Davao Region,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 11: Davao Region,2020,1.5.4 Proportion of LGU with DRR,88.9,1.5.
Region 11: Davao Region,2021,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 11: Davao Region,2022,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2000,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2001,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2002,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2003,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2004,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2005,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2006,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2007,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2008,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2009,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2010,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2011,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2012,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2013,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2014,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2015,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2016,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 12: SOCCSKSARGEN,2017,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2018,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 12: SOCCSKSARGEN,2019,1.5.4 Proportion of LGU with DRR,,1.5.
Region 12: SOCCSKSARGEN,2020,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 12: SOCCSKSARGEN,2021,1.5.4 Proportion of LGU with DRR,100,1.5.
Region 12: SOCCSKSARGEN,2022,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2000,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2001,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2002,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2003,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2004,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2005,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2006,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2007,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2008,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2009,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2010,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2011,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2012,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2013,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2014,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2015,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2016,1.5.4 Proportion of LGU with DRR,94,1.5.
CAR: Cordillera Administrative Region,2017,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2018,1.5.4 Proportion of LGU with DRR,97.5,1.5.
CAR: Cordillera Administrative Region,2019,1.5.4 Proportion of LGU with DRR,,1.5.
CAR: Cordillera Administrative Region,2020,1.5.4 Proportion of LGU with DRR,79.5,1.5.
CAR: Cordillera Administrative Region,2021,1.5.4 Proportion of LGU with DRR,61.5,1.5.
CAR: Cordillera Administrative Region,2022,1.5.4 Proportion of LGU with DRR,,1.5.
NCR: National Capital Region,2000,3.4.1 Mortality rate credited to Cancer,,3.4.
NCR: National Capital Region,2001,3.4.1 Mortality rate credited to Cancer,,3.4.
NCR: National Capital Region,2002,3.4.1 Mortality rate credited to Cancer,,3.4.
NCR: National Capital Region,2003,3.4.1 Mortality rate credited to Cancer,,3.4.
NCR: National Capital Region,2004,3.4.1 Mortality rate credited to Cancer,,3.4.
NCR: National Capital Region,2005,3.4.1 Mortality rate credited to Cancer,,3.4.
NCR: National Capital Region,2006,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2007,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2008,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2009,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2010,3.4.1 Mortality rate credited to Cancer,1.1,3.4.
NCR: National Capital Region,2011,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2012,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2013,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2014,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2015,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2016,3.4.1 Mortality rate credited to Cancer,1.2,3.4.
NCR: National Capital Region,2017,3.4.1 Mortality rate credited to Cancer,1.1,3.4.
